EVT_Code,N,Weibull_Lambda_Scale,Weibull_Kappa_Shape,Weibull_R2,Weibull_RMSE,CLASSNAME,source
3921,1631,0.670814,6.855111,0.981811,0.044038,Western Cool Temperate Developed Ruderal Evergreen Forest,staley2018
3922,12,0.660731,21.023518,0.878314,0.108768,Western Cool Temperate Developed Ruderal Mixed Forest,staley2018
3923,25197,0.654663,7.551755,0.976866,0.061875,Western Cool Temperate Developed Ruderal Shrubland,staley2018
3924,112050,0.655816,7.582474,0.994315,0.032195,Western Cool Temperate Developed Ruderal Grassland,staley2018
3925,17,0.741942,7.872522,0.928106,0.084817,Western Warm Temperate Developed Ruderal Deciduous Forest,staley2018
3926,325,0.62887,9.803202,0.899607,0.097442,Western Warm Temperate Developed Ruderal Evergreen Forest,staley2018
3927,33,0.624202,12.772529,0.959066,0.061394,Western Warm Temperate Developed Ruderal Mixed Forest,staley2018
3928,7587,0.753324,7.226752,0.950951,0.064448,Western Warm Temperate Developed Ruderal Shrubland,staley2018
3929,7570,0.666659,8.935942,0.979569,0.048465,Western Warm Temperate Developed Ruderal Grassland,staley2018
3941,22,0.603988,9.728315,0.958543,0.063563,Western Cool Temperate Undeveloped Ruderal Evergreen Forest,staley2018
3943,265333,0.6186599362094031,13.758520276164024,0.9640858789932918,0.0275473357997319,Western Cool Temperate Undeveloped Ruderal Shrubland,nv_refit
3944,4706,0.710109,5.700809,0.971471,0.055549,Western Cool Temperate Undeveloped Ruderal Grassland,staley2018
3945,13,0.704511,12.803496,0.785037,0.142703,Western Warm Temperate Undeveloped Ruderal Deciduous Forest,staley2018
3948,551,0.702117,6.128476,0.916,0.084975,Western Warm Temperate Undeveloped Ruderal Shrubland,staley2018
3949,94,0.618982,15.833986,0.982358,0.039287,Western Warm Temperate Undeveloped Ruderal Grassland,staley2018
3960,7979,0.62642,5.943006,0.985033,0.046845,Western Cool Temperate Orchard,staley2018
3961,336,0.642508,6.873025,0.965162,0.056898,Western Cool Temperate Vineyard,staley2018
3962,19,0.638862,17.353013,0.930679,0.085133,Western Cool Temperate Bush fruit and berries,staley2018
3963,39,0.558564,21.666421,0.794288,0.144903,Western Cool Temperate Row Crop - Close Grown Crop,staley2018
3964,14119,0.67804,4.912529,0.973942,0.059182,Western Cool Temperate Row Crop,staley2018
3965,31018,0.623267,6.630356,0.993136,0.033454,Western Cool Temperate Close Grown Crop,staley2018
3966,64228,0.655916,8.600867,0.992169,0.03705,Western Cool Temperate Fallow/Idle Cropland,staley2018
3967,127719,0.682815,8.699487,0.992388,0.038323,Western Cool Temperate Pasture and Hayland,staley2018
3968,59180,0.68829,5.136817,0.991906,0.032102,Western Cool Temperate Wheat,staley2018
3980,2870,0.742987,8.137224,0.9962,0.019685,Western Warm Temperate Orchard,staley2018
3981,31,0.686562,12.067155,0.940503,0.072042,Western Warm Temperate Vineyard,staley2018
3983,120,0.721653,6.189174,0.897469,0.094079,Western Warm Temperate Row Crop - Close Grown Crop,staley2018
3984,2058,0.619357,10.584835,0.976351,0.054676,Western Warm Temperate Row Crop,staley2018
3985,801,0.679779,7.457021,0.995421,0.020383,Western Warm Temperate Close Grown Crop,staley2018
3986,8587,0.596504,8.931851,0.911674,0.103697,Western Warm Temperate Fallow/Idle Cropland,staley2018
3987,2202,0.721641,9.877735,0.997923,0.015026,Western Warm Temperate Pasture and Hayland,staley2018
3988,2072,0.53948,4.709144,0.875296,0.117769,Western Warm Temperate Wheat,staley2018
7196,4444,0.6787367561521546,11.521804921299552,0.9261009127134648,0.0434028356122851,,nv_refit
9006,10364,0.6164551892272155,13.25995316986586,0.9638377098044696,0.0262279729671884,,nv_refit
9129,2473,0.8109187201130731,7.160681460527171,0.9669651323457654,0.0332274127819502,,nv_refit
9213,43089,0.6737911496498582,9.998282657494252,0.9507690091652434,0.0308987609112552,,nv_refit
9272,3670,0.6937997414603768,5.908600748570056,0.9386890932590036,0.039895066414604,,nv_refit
9629,2377,0.697881645665731,7.743504552085562,0.9424859136598062,0.0392732788543334,,nv_refit
